-3.525e+06,4.125e+06,0,0
-3.525e+06,4.275e+06,0,0
-3.4312e+06,4.0688e+06,0,0
-3.4312e+06,4.1062e+06,0,0
-3.3938e+06,4.0688e+06,26,17.355
-3.4031e+06,4.0969e+06,0,0
-3.4031e+06,4.1156e+06,8,0
-3.3844e+06,4.0969e+06,43,14.806
-3.3891e+06,4.1109e+06,32,12.541
-3.3891e+06,4.1203e+06,47,9.464
-3.3797e+06,4.1109e+06,18,4.5815
-3.3797e+06,4.1203e+06,28,9.362
-3.4312e+06,4.1438e+06,0,0
-3.4312e+06,4.1812e+06,0,0
-3.4031e+06,4.1344e+06,8,0
-3.4031e+06,4.1531e+06,41,11.325
-3.3891e+06,4.1297e+06,84,9.157
-3.3891e+06,4.1391e+06,107,7.184
-3.3797e+06,4.1297e+06,50,9.223
-3.3797e+06,4.1391e+06,54,5.403
-3.3891e+06,4.1484e+06,275,4.821
-3.3891e+06,4.1578e+06,173,5.778
-3.3797e+06,4.1484e+06,148,3.814
-3.3797e+06,4.1578e+06,665,4.529
-3.4031e+06,4.1719e+06,10,0
-3.4031e+06,4.1906e+06,15,13.994
-3.3891e+06,4.1672e+06,47,7.81
-3.3891e+06,4.1766e+06,110,9.2315
-3.3797e+06,4.1672e+06,569,4.937
-3.3797e+06,4.1766e+06,77,10.04
-3.3891e+06,4.1859e+06,48,11.405
-3.3891e+06,4.1953e+06,31,12.758
-3.3797e+06,4.1859e+06,45,12.916
-3.3797e+06,4.1953e+06,21,14.765
-3.3562e+06,4.0688e+06,74,19.405
-3.3703e+06,4.0922e+06,23,15.045
-3.3703e+06,4.1016e+06,49,11.618
-3.3609e+06,4.0922e+06,48,18.256
-3.3609e+06,4.1016e+06,8,0
-3.3656e+06,4.1156e+06,10,0
-3.3469e+06,4.0969e+06,19,18.795
-3.3469e+06,4.1156e+06,25,18.754
-3.3188e+06,4.0688e+06,0,0
-3.3188e+06,4.1062e+06,14,0
-3.3656e+06,4.1344e+06,97,4.567
-3.3703e+06,4.1484e+06,115,4.198
-3.3703e+06,4.1578e+06,107,4.77
-3.3609e+06,4.1484e+06,3,0
-3.3609e+06,4.1578e+06,4,0
-3.3469e+06,4.1344e+06,7,0
-3.3469e+06,4.1531e+06,15,9.308
-3.3703e+06,4.1672e+06,310,5.8885
-3.3703e+06,4.1766e+06,112,9.945
-3.3609e+06,4.1672e+06,89,7.901
-3.3609e+06,4.1766e+06,396,10.351
-3.3703e+06,4.1859e+06,125,12.604
-3.3703e+06,4.1953e+06,132,14.46
-3.3609e+06,4.1859e+06,155,13.345
-3.3609e+06,4.1953e+06,79,13.559
-3.3516e+06,4.1672e+06,39,9.365
-3.3516e+06,4.1766e+06,82,11.721
-3.3422e+06,4.1672e+06,11,0
-3.3422e+06,4.1766e+06,10,0
-3.3469e+06,4.1906e+06,16,13.506
-3.3188e+06,4.1438e+06,19,8.6
-3.3188e+06,4.1812e+06,25,6.082
-3.4312e+06,4.2188e+06,0,0
-3.4312e+06,4.2562e+06,0,0
-3.4031e+06,4.2094e+06,70,6.206
-3.4031e+06,4.2281e+06,26,11.227
-3.3891e+06,4.2047e+06,53,11.545
-3.3891e+06,4.2141e+06,156,4.2665
-3.3797e+06,4.2047e+06,143,13.089
-3.3797e+06,4.2141e+06,307,11.214
-3.3891e+06,4.2234e+06,111,10.555
-3.3891e+06,4.2328e+06,48,14.579
-3.3797e+06,4.2234e+06,229,11.512
-3.3797e+06,4.2328e+06,63,14.723
-3.4031e+06,4.2469e+06,6,0
-3.4031e+06,4.2656e+06,38,2.9285
-3.3844e+06,4.2469e+06,49,9.943
-3.3844e+06,4.2656e+06,31,9.092
-3.4125e+06,4.3125e+06,13,0
-3.3703e+06,4.2047e+06,288,14.688
-3.3703e+06,4.2141e+06,207,11.348
-3.3609e+06,4.2047e+06,90,11.864
-3.3609e+06,4.2141e+06,66,11.99
-3.3703e+06,4.2234e+06,98,11.242
-3.3703e+06,4.2328e+06,60,14.167
-3.3609e+06,4.2234e+06,19,13.228
-3.3609e+06,4.2328e+06,10,0
-3.3516e+06,4.2047e+06,29,7.373
-3.3516e+06,4.2141e+06,8,0
-3.3422e+06,4.2047e+06,69,7.193
-3.3422e+06,4.2141e+06,23,11.196
-3.3469e+06,4.2281e+06,7,0
-3.3656e+06,4.2469e+06,48,15.791
-3.3656e+06,4.2656e+06,64,13.212
-3.3469e+06,4.2469e+06,4,0
-3.3469e+06,4.2656e+06,14,0
-3.3188e+06,4.2188e+06,11,0
-3.3188e+06,4.2562e+06,11,0
-3.3375e+06,4.3125e+06,18,15.71
